State,Year,Dem,Rep,Other ,2PDem,2PRep,PV Dem,PV Rep
Kansas,1992,0.3374,0.3888,0.2699,0.4646103,0.5353897,,
Kentucky,1992,0.4455,0.4134,0.1366,0.518686692,0.481313308,,
Louisiana,1992,0.4558,0.4097,0.1181,0.526632005,0.473367995,,
Maine,1992,0.3876,0.3039,0.3043,0.560520607,0.439479393,,
Maryland,1992,0.498,0.3562,0.1418,0.583001639,0.416998361,,
Massachusetts,1992,0.4754,0.2902,0.2274,0.620950888,0.379049112,,
Michigan,1992,0.4377,0.3638,0.193,0.546101061,0.453898939,,
Minnesota,1992,0.448,0.3185,0.2396,0.584474886,0.415525114,,
Mississippi,1992,0.4077,0.4968,0.0872,0.450746269,0.549253731,,
Missouri,1992,0.4407,0.3392,0.2169,0.565072445,0.434927555,,
Montana,1992,0.3763,0.3512,0.2611,0.517250859,0.482749141,,
Nebraska,1992,0.294,0.4656,0.2363,0.387045814,0.612954186,,
Nevada,1992,0.3736,0.3473,0.2618,0.518241088,0.481758912,,
New Hampshire,1992,0.3886,0.3764,0.2256,0.507973856,0.492026144,,
New Jersey,1992,0.4295,0.4058,0.1561,0.51418652,0.48581348,,
New Mexico,1992,0.459,0.3734,0.1612,0.551417588,0.448582412,,
New York,1992,0.4972,0.3388,0.1575,0.594736842,0.405263158,,
North Carolina,1992,0.4344,0.4265,0.137,0.504588222,0.495411778,,
North Dakota,1992,0.4422,0.3218,0.2307,0.578795812,0.421204188,,
Ohio,1992,0.4018,0.3835,0.2098,0.511651598,0.488348402,,
Oklahoma,1992,0.3402,0.4264,0.2301,0.44377772,0.55622228,,
Oregon,1992,0.4248,0.3253,0.2421,0.56632449,0.43367551,,
Pennsylvania,1992,0.4515,0.3613,0.182,0.555487205,0.444512795,,
Rhode Island,1992,0.4704,0.2902,0.2316,0.618459111,0.381540889,,
South Carolina,1992,0.3988,0.4802,0.1155,0.453697383,0.546302617,,
South Dakota,1992,0.3714,0.4066,0.218,0.477377892,0.522622108,,
Tennessee,1992,0.4708,0.4243,0.1008,0.525974751,0.474025249,,
Texas,1992,0.3708,0.4056,0.2201,0.477588872,0.522411128,,
Utah,1992,0.2465,0.4336,0.2734,0.362446699,0.637553301,,
Vermont,1992,0.4611,0.3042,0.2278,0.60250882,0.39749118,,
Virginia,1992,0.4059,0.4496,0.1362,0.47445938,0.52554062,,
Washington,1992,0.434,0.3196,0.2368,0.575902335,0.424097665,,
West Virginia,1992,0.4841,0.3539,0.1592,0.577684964,0.422315036,,
Wisconsin,1992,0.4113,0.3678,0.2151,0.527916827,0.472083173,,
Wyoming,1992,0.3398,0.3956,0.2556,0.462061463,0.537938537,,
Alabama,1996,0.4316,0.5012,6,0.462692967,0.537307033,,
Alaska,1996,0.3327,0.508,10.9,0.395741644,0.604258356,,
Arizona,1996,0.4652,0.4429,0.0798,0.512278383,0.487721617,,
Arkansas,1996,0.5374,0.368,0.079,0.593549812,0.406450188,,
California,1996,0.511,0.3821,0.0696,0.572164371,0.427835629,,
Colorado,1996,0.4443,0.458,0.0659,0.49240829,0.50759171,,
Connecticut,1996,0.5283,0.3469,0.1002,0.603633455,0.396366545,,
Delaware,1996,0.8519,0.0934,0.257,0.901195388,0.098804612,,
Washington DC,1996,0.5182,0.3658,0.106,0.586199095,0.413800905,,
Florida,1996,0.4802,0.4232,0.0912,0.531547487,0.468452513,,
Georgia,1996,0.4584,0.4701,0.0636,0.493699515,0.506300485,,
Hawaii,1996,0.5693,0.3164,0.076,0.642768432,0.357231568,,
Idaho,1996,0.3364,0.5218,0.1271,0.391983221,0.608016779,,
Illinois,1996,0.5431,0.3681,0.0803,0.596027217,0.403972783,,
Indiana,1996,0.4155,0.4713,0.105,0.468538566,0.531461434,,
Iowa,1996,0.5026,0.3992,0.0852,0.557329785,0.442670215,,
Kansas,1996,0.3608,0.5429,0.0862,0.399247538,0.600752462,,
Kentucky,1996,0.4584,0.4488,0.0867,0.505291005,0.494708995,,
Louisiana,1996,0.5201,0.3994,0.0691,0.565633496,0.434366504,,
Maine,1996,0.5162,0.3076,0.1419,0.6266084,0.3733916,,
Maryland,1996,0.5425,0.3827,0.065,0.586359706,0.413640294,,
Massachusetts,1996,0.6147,0.2808,0.0589,0.686432161,0.313567839,,
Michigan,1996,0.5169,0.3848,0.0875,0.573250527,0.426749473,,
Minnesota,1996,0.511,0.3496,0.1175,0.593771787,0.406228213,,
Mississippi,1996,0.4108,0.4921,0.0584,0.454978403,0.545021597,,
Missouri,1996,0.4754,0.4124,0.1006,0.535480964,0.464519036,,
Montana,1996,0.4123,0.4411,0.1356,0.483126318,0.516873682,,
Nebraska,1996,0.3495,0.5366,0.1052,0.394425008,0.605574992,,
Nevada,1996,0.4393,0.4291,0.0947,0.50587287,0.49412713,,
New Hampshire,1996,0.4932,0.3937,0.0969,0.556094261,0.443905739,,
New Jersey,1996,0.5372,0.3586,0.0852,0.59968743,0.40031257,,
New Mexico,1996,0.4918,0.4186,0.058,0.540202109,0.459797891,,
New York,1996,0.5947,0.3061,0.0797,0.660190941,0.339809059,,
North Carolina,1996,0.4404,0.4873,0.0568,0.474722432,0.525277568,,
North Dakota,1996,0.4013,0.4694,0.122,0.460893534,0.539106466,,
Ohio,1996,0.4738,0.4102,0.1066,0.535972851,0.464027149,,
Oklahoma,1996,0.4045,0.4826,0.1084,0.45598016,0.54401984,,
Oregon,1996,0.4715,0.3906,0.879,0.546920311,0.453079689,,
Pennsylvania,1996,0.4917,0.3997,0.0956,0.551604218,0.448395782,,
Rhode Island,1996,0.5971,0.2682,0.112,0.690049694,0.309950306,,
South Carolina,1996,0.4396,0.4979,0.0559,0.468906667,0.531093333,,
South Dakota,1996,0.4303,0.4649,0.0965,0.48067471,0.51932529,,
Tennessee,1996,0.48,0.4559,0.0559,0.512875307,0.487124693,,
Texas,1996,0.4383,0.4876,0.0674,0.473377255,0.526622745,,
Utah,1996,0.333,0.5437,0.0998,0.379833466,0.620166534,,
Vermont,1996,0.5335,0.3109,0.12,0.631809569,0.368190431,,
Virginia,1996,0.4515,0.471,0.0662,0.489430894,0.510569106,,
Washington,1996,0.4984,0.373,0.0892,0.571953179,0.428046821,,
West Virginia,1996,0.515,0.3676,0.1126,0.583503286,0.416496714,,
Wisconsin,1996,0.4881,0.3848,0.1035,0.559170581,0.440829419,,
Wyoming,1996,0.3684,0.4981,0.1226,0.425158684,0.574841316,,
Alabama,2000,56.48,41.57,1.1,0.423967364,0.576032636,,
Alaska,2000,58.62,27.67,10.07,0.320662881,0.679337119,,
Arizona,2000,51.02,44.73,2.98,0.467154047,0.532845953,,
Arkansas,2000,51.31,45.86,1.46,0.471956365,0.528043635,,
California,2000,41.65,53.45,3.82,0.562039958,0.437960042,,
Colorado,2000,50.75,42.39,5.25,0.455121323,0.544878677,,
Connecticut,2000,38.44,55.91,4.42,0.592580816,0.407419184,,
Delaware,2000,8.95,85.16,5.24,0.904898523,0.095101477,,
Washington DC,2000,41.9,54.96,2.54,0.56741689,0.43258311,,
Florida,2000,48.85,48.84,1.63,0.499948818,0.500051182,,
Georgia,2000,54.67,42.98,1.4,0.440143369,0.559856631,,
Hawaii,2000,37.46,55.79,5.88,0.598284182,0.401715818,,
Idaho,2000,67.17,27.64,2.45,0.291530429,0.708469571,,
Illinois,2000,42.58,54.6,2.19,0.561844001,0.438155999,,
Indiana,2000,56.65,41.01,0.84,0.419926275,0.580073725,,
Iowa,2000,48.22,48.54,2.23,0.501653576,0.498346424,,
Kansas,2000,58.04,37.24,3.36,0.390848027,0.609151973,,
Kentucky,2000,56.5,41.37,1.5,0.422703586,0.577296414,,
Louisiana,2000,52.55,44.88,1.16,0.460638407,0.539361593,,
Maine,2000,43.97,49.09,5.7,0.527509134,0.472490866,,
Maryland,2000,40.18,56.57,2.65,0.584702842,0.415297158,,
Massachusetts,2000,32.5,59.8,6.42,0.647887324,0.352112676,,
Michigan,2000,46.15,51.28,1.99,0.526326593,0.473673407,,
Minnesota,2000,45.5,47.9,5.2,0.512847966,0.487152034,,
Mississippi,2000,57.62,40.7,0.82,0.413954434,0.586045566,,
Missouri,2000,50.42,47.08,1.63,0.482871795,0.517128205,,
Montana,2000,58.44,33.36,5.94,0.363398693,0.636601307,,
Nebraska,2000,62.24,33.25,3.52,0.348204,0.651796,,
Nevada,2000,49.52,45.98,2.46,0.481465969,0.518534031,,
New Hampshire,2000,46.8,48.07,3.9,0.50669337,0.49330663,,
New Jersey,2000,40.29,56.12,2.97,0.582097293,0.417902707,,
New Mexico,2000,47.85,47.91,3.55,0.500313283,0.499686717,,
New York,2000,35.23,60.21,3.58,0.630867561,0.369132439,,
North Carolina,2000,56.03,43.2,0.42,0.435352212,0.564647788,,
North Dakota,2000,60.66,33.06,3.29,0.352752881,0.647247119,,
Ohio,2000,49.97,46.46,2.5,0.48180027,0.51819973,,
Oklahoma,2000,60.31,38.43,,0.38920397,0.61079603,,
Oregon,2000,46.52,46.96,5.04,0.502353445,0.497646555,,
Pennsylvania,2000,46.43,50.6,2.1,0.5214882,0.4785118,,
Rhode Island,2000,31.91,60.99,6.12,0.656512379,0.343487621,,
South Carolina,2000,56.84,40.9,1.46,0.418457131,0.581542869,,
South Dakota,2000,60.3,37.56,1.05,0.383813611,0.616186389,,
Tennessee,2000,51.15,47.28,0.95,0.480341359,0.519658641,,
Texas,2000,59.3,37.98,2.15,0.390419408,0.609580592,,
Utah,2000,66.83,26.34,4.65,0.282709027,0.717290973,,
Vermont,2000,50.63,40.7,6.92,0.445636702,0.554363298,,
Virginia,2000,52.47,44.44,2.17,0.458569807,0.541430193,,
Washington,2000,44.58,50.16,4.14,0.529449018,0.470550982,,
West Virginia,2000,51.92,45.59,1.65,0.467541791,0.532458209,,
Wisconsin,2000,47.61,47.83,3.62,0.501152557,0.498847443,,
Wyoming,2000,67.76,27.7,2.12,0.290173895,0.709826105,,
Alabama,2008,0.603,0.387,0.01,0.390909091,0.609090909,,
Alaska,2008,0.594,0.379,0.027,0.389516958,0.610483042,,
Arizona,2008,0.536,0.451,0.013,0.456940223,0.543059777,,
Arkansas,2008,0.587,0.389,0.024,0.398565574,0.601434426,,
California,2008,0.37,0.61,0.02,0.62244898,0.37755102,,
Colorado,2008,0.447,0.537,0.016,0.545731707,0.454268293,,
Connecticut,2008,0.382,0.606,0.012,0.613360324,0.386639676,,
Delaware,2008,0.37,0.619,0.011,0.625884732,0.374115268,,
Washington DC,2008,0.065,0.925,0.01,0.934343434,0.065656566,,
Florida,2008,0.482,0.51,0.008,0.514112903,0.485887097,,
Georgia,2008,0.522,0.47,0.008,0.473790323,0.526209677,,
Hawaii,2008,0.266,0.719,0.015,0.729949239,0.270050761,,
Idaho,2008,0.615,0.361,0.024,0.369877049,0.630122951,,
Illinois,2008,0.368,0.619,0.013,0.627152989,0.372847011,,
Indiana,2008,0.5,0.489,0.011,0.494438827,0.505561173,,
Iowa,2008,0.444,0.539,0.017,0.548321465,0.451678535,,
Kansas,2008,0.566,0.417,0.017,0.424211597,0.575788403,,
Kentucky,2008,0.574,0.412,0.014,0.417849899,0.582150101,,
Louisiana,2008,0.586,0.399,0.015,0.405076142,0.594923858,,
Maine,2008,0.404,0.577,0.019,0.588175331,0.411824669,,
Maryland,2008,0.365,0.619,0.016,0.629065041,0.370934959,,
Massachusetts,2008,0.36,0.618,0.022,0.63190184,0.36809816,,
Michigan,2008,0.41,0.574,0.016,0.583333333,0.416666667,,
Minnesota,2008,0.438,0.541,0.021,0.552604699,0.447395301,,
Mississippi,2008,0.562,0.43,0.008,0.433467742,0.566532258,,
Missouri,2008,0.494,0.493,0.013,0.499493414,0.500506586,,
Montana,2008,0.495,0.473,0.032,0.488636364,0.511363636,,
Nebraska,2008,0.565,0.416,0.019,0.424057085,0.575942915,,
Nevada,2008,0.427,0.552,0.021,0.563840654,0.436159346,,
New Hampshire,2008,0.445,0.541,0.014,0.548681542,0.451318458,,
New Jersey,2008,0.417,0.573,0.01,0.578787879,0.421212121,,
New Mexico,2008,0.418,0.569,0.013,0.576494428,0.423505572,,
New York,2008,0.36,0.629,0.011,0.635995956,0.364004044,,
North Carolina,2008,0.494,0.497,0.009,0.501513623,0.498486377,,
North Dakota,2008,0.533,0.446,0.021,0.455566905,0.544433095,,
Ohio,2008,0.469,0.515,0.016,0.523373984,0.476626016,,
Oklahoma,2008,0.657,0.343,0,0.343,0.657,,
Oregon,2008,0.404,0.568,0.028,0.58436214,0.41563786,,
Pennsylvania,2008,0.442,0.545,0.013,0.552178318,0.447821682,,
Rhode Island,2008,0.351,0.629,0.02,0.641836735,0.358163265,,
South Carolina,2008,0.539,0.449,0.012,0.454453441,0.545546559,,
South Dakota,2008,0.532,0.448,0.02,0.457142857,0.542857143,,
Tennessee,2008,0.569,0.418,0.013,0.423505572,0.576494428,,
Texas,2008,0.555,0.437,0.008,0.440524194,0.559475806,,
Utah,2008,0.626,0.344,0.03,0.354639175,0.645360825,,
Vermont,2008,0.305,0.675,0.02,0.68877551,0.31122449,,
Virginia,2008,0.463,0.526,0.011,0.531850354,0.468149646,,
Washington,2008,0.405,0.577,0.018,0.587576375,0.412423625,,
West Virginia,2008,0.557,0.426,0.017,0.433367243,0.566632757,,
Wisconsin,2008,0.423,0.562,0.015,0.570558376,0.429441624,,
Wyoming,2008,0.648,0.325,0.027,0.334018499,0.665981501,,
Alabama,2004,0.625,0.368,,0.370594159,0.629405841,,
Alaska,2004,0.611,0.355,,0.367494824,0.632505176,,
Arizona,2004,0.549,0.444,,0.447129909,0.552870091,,
Arkansas,2004,0.543,0.446,,0.450960566,0.549039434,,
California,2004,0.444,0.543,,0.550151976,0.449848024,,
Colorado,2004,0.517,0.47,,0.476190476,0.523809524,,
Connecticut,2004,0.543,0.44,,0.447609359,0.552390641,,
Delaware,2004,0.458,0.544,,0.542914172,0.457085828,,
Washington DC,2004,0.093,0.892,,0.905583756,0.094416244,,
Florida,2004,0.521,0.471,,0.474798387,0.525201613,,
Georgia,2004,0.58,0.414,,0.416498994,0.583501006,,
Hawaii,2004,0.453,0.54,,0.543806647,0.456193353,,
Idaho,2004,0.684,0.303,,0.306990881,0.693009119,,
Illinois,2004,0.445,0.548,,0.551863041,0.448136959,,
Indiana,2004,0.599,0.393,,0.396169355,0.603830645,,
Iowa,2004,0.499,0.492,,0.496468214,0.503531786,,
Kansas,2004,0.62,0.366,,0.371196755,0.628803245,,
Kentucky,2004,0.596,0.397,,0.39979859,0.60020141,,
Louisiana,2004,0.567,0.422,,0.42669363,0.57330637,,
Maine,2004,0.446,0.536,,0.545824847,0.454175153,,
Maryland,2004,0.429,0.559,,0.565789474,0.434210526,,
Massachusetts,2004,0.368,0.619,,0.627152989,0.372847011,,
Michigan,2004,0.478,0.512,,0.517171717,0.482828283,,
Minnesota,2004,0.476,0.511,,0.517730496,0.482269504,,
Mississippi,2004,0.595,0.398,,0.400805639,0.599194361,,
Missouri,2004,0.533,0.461,,0.463782696,0.536217304,,
Montana,2004,0.591,0.386,,0.395087001,0.604912999,,
Nebraska,2004,0.659,0.327,,0.331643002,0.668356998,,
Nevada,2004,0.505,0.479,,0.486788618,0.513211382,,
New Hampshire,2004,0.489,0.502,,0.506559031,0.493440969,,
New Jersey,2004,0.462,0.529,,0.533804238,0.466195762,,
New Mexico,2004,0.498,0.495,,0.498489426,0.501510574,,
New York,2004,0.401,0.584,,0.592893401,0.407106599,,
North Carolina,2004,0.436,0.56,,0.562248996,0.437751004,,
North Dakota,2004,0.629,0.355,,0.360772358,0.639227642,,
Ohio,2004,0.508,0.487,,0.489447236,0.510552764,,
Oklahoma,2004,0.656,0.344,,0.344,0.656,,
Oregon,2004,0.472,0.514,,0.521298174,0.478701826,,
Pennsylvania,2004,0.484,0.509,,0.512588117,0.487411883,,
Rhode Island,2004,0.387,0.594,,0.605504587,0.394495413,,
South Carolina,2004,0.58,0.409,,0.413549039,0.586450961,,
South Dakota,2004,0.599,0.384,,0.390640895,0.609359105,,
Tennessee,2004,0.568,0.425,,0.427995972,0.572004028,,
Texas,2004,0.611,0.382,,0.38469285,0.61530715,,
Utah,2004,0.715,0.26,,0.266666667,0.733333333,,
Vermont,2004,0.388,0.589,,0.602865916,0.397134084,,
Virginia,2004,0.537,0.455,,0.458669355,0.541330645,,
Washington,2004,0.456,0.528,,0.536585366,0.463414634,,
West Virginia,2004,0.561,0.432,,0.435045317,0.564954683,,
Wisconsin,2004,0.493,0.497,,0.502020202,0.497979798,,
Wyoming,2004,0.689,0.291,,0.296938776,0.703061224,,
Alabama,2012,0.606,0.384,,0.387878788,0.612121212,,
Alaska,2012,0.548,0.408,,0.426778243,0.573221757,,
Arizona,2012,0.537,0.446,,0.453713123,0.546286877,,
Arkansas,2012,0.606,0.369,,0.378461538,0.621538462,,
California,2012,0.371,0.602,,0.618705036,0.381294964,,
Colorado,2012,0.461,0.515,,0.527663934,0.472336066,,
Connecticut,2012,0.407,0.581,,0.58805668,0.41194332,,
Delaware,2012,0.4,0.586,,0.594320487,0.405679513,,
Washington DC,2012,0.073,0.909,,0.925661914,0.074338086,,
Florida,2012,0.491,0.5,,0.504540868,0.495459132,,
Georgia,2012,0.533,0.455,,0.460526316,0.539473684,,
Hawaii,2012,0.278,0.706,,0.717479675,0.282520325,,
Idaho,2012,0.645,0.326,,0.335736354,0.664263646,,
Illinois,2012,0.407,0.576,,0.585961343,0.414038657,,
Indiana,2012,0.541,0.439,,0.447959184,0.552040816,,
Iowa,2012,0.462,0.52,,0.529531568,0.470468432,,
Kansas,2012,0.597,0.378,,0.387692308,0.612307692,,
Kentucky,2012,0.605,0.378,,0.384537131,0.615462869,,
Louisiana,2012,0.578,0.406,,0.412601626,0.587398374,,
Maine,2012,0.41,0.563,,0.578622816,0.421377184,,
Maryland,2012,0.359,0.62,,0.633299285,0.366700715,,
Massachusetts,2012,0.375,0.607,,0.618126273,0.381873727,,
Michigan,2012,0.447,0.542,,0.548028311,0.451971689,,
Minnesota,2012,0.45,0.527,,0.539406346,0.460593654,,
Mississippi,2012,0.553,0.438,,0.4419778,0.5580222,,
Missouri,2012,0.538,0.444,,0.452138493,0.547861507,,
Montana,2012,0.554,0.417,,0.429454171,0.570545829,,
Nebraska,2012,0.598,0.38,,0.388548057,0.611451943,,
Nevada,2012,0.457,0.524,,0.534148828,0.465851172,,
New Hampshire,2012,0.464,0.52,,0.528455285,0.471544715,,
New Jersey,2012,0.406,0.583,,0.589484328,0.410515672,,
New Mexico,2012,0.428,0.53,,0.553235908,0.446764092,,
New York,2012,0.352,0.634,,0.643002028,0.356997972,,
North Carolina,2012,0.504,0.484,,0.489878543,0.510121457,,
North Dakota,2012,0.583,0.387,,0.398969072,0.601030928,,
Ohio,2012,0.477,0.507,,0.515243902,0.484756098,,
Oklahoma,2012,0.668,0.332,,0.332,0.668,,
Oregon,2012,0.422,0.542,,0.562240664,0.437759336,,
Pennsylvania,2012,0.466,0.52,,0.527383367,0.472616633,,
Rhode Island,2012,0.352,0.627,,0.640449438,0.359550562,,
South Carolina,2012,0.546,0.441,,0.446808511,0.553191489,,
South Dakota,2012,0.579,0.399,,0.40797546,0.59202454,,
Tennessee,2012,0.595,0.391,,0.396551724,0.603448276,,
Texas,2012,0.572,0.414,,0.419878296,0.580121704,,
Utah,2012,0.728,0.248,,0.254098361,0.745901639,,
Vermont,2012,0.31,0.666,,0.682377049,0.317622951,,
Virginia,2012,0.473,0.512,,0.519796954,0.480203046,,
Washington,2012,0.413,0.562,,0.576410256,0.423589744,,
West Virginia,2012,0.623,0.355,,0.362985685,0.637014315,,
Wisconsin,2012,0.459,0.528,,0.534954407,0.465045593,,
Wyoming,2012,0.686,0.278,,0.288381743,0.711618257,,
Alabama,2016,0.621,0.344,,0.356476684,0.643523316,,
Alaska,2016,0.513,0.366,,0.583617747,0.416382253,,
Arizona,2016,0.49,0.455,,0.518518519,0.481481481,,
Arkansas,2016,0.606,0.337,,0.642629905,0.357370095,,
California,2016,0.316,0.617,,0.33869239,0.66130761,,
Colorado,2016,0.433,0.482,,0.473224044,0.526775956,,
Connecticut,2016,0.409,0.546,,0.428272251,0.571727749,,
Delaware,2016,0.419,0.534,,0.439664218,0.560335782,,
Washington DC,2016,0.041,0.909,,0.043157895,0.956842105,,
Florida,2016,0.49,0.478,,0.506198347,0.493801653,,
Georgia,2016,0.511,0.459,,0.526804124,0.473195876,,
Hawaii,2016,0.3,0.662,,0.311850312,0.688149688,,
Idaho,2016,0.592,0.275,,0.682814302,0.317185698,,
Illinois,2016,0.388,0.558,,0.410147992,0.589852008,,
Indiana,2016,0.569,0.378,,0.600844773,0.399155227,,
Iowa,2016,0.512,0.417,,0.551130248,0.448869752,,
Kansas,2016,0.566,0.36,,0.611231102,0.388768898,,
Kentucky,2016,0.625,0.327,,0.656512605,0.343487395,,
Louisiana,2016,0.581,0.385,,0.601449275,0.398550725,,
Maine,2016,0.449,0.478,,0.484358145,0.515641855,,
Maryland,2016,0.339,0.603,,0.359872611,0.640127389,,
Massachusetts,2016,0.328,0.6,,0.353448276,0.646551724,,
Michigan,2016,0.475,0.473,,0.501054852,0.498945148,,
Minnesota,2016,0.449,0.464,,0.491785323,0.508214677,,
Mississippi,2016,0.579,0.401,,0.590816327,0.409183673,,
Missouri,2016,0.568,0.381,,0.598524763,0.401475237,,
Montana,2016,0.56,0.36,,0.608695652,0.391304348,,
Nebraska,2016,0.599,0.344,,0.635206787,0.364793213,,
Nevada,2016,0.455,0.479,,0.487152034,0.512847966,,
New Hampshire,2016,0.465,0.468,,0.498392283,0.501607717,,
New Jersey,2016,0.414,0.555,,0.427244582,0.572755418,,
New Mexico,2016,0.4,0.483,,0.453001133,0.546998867,,
New York,2016,0.365,0.59,,0.382198953,0.617801047,,
North Carolina,2016,0.498,0.462,,0.51875,0.48125,,
North Dakota,2016,0.63,0.272,,0.698447894,0.301552106,,
Ohio,2016,0.517,0.435,,0.543067227,0.456932773,,
Oklahoma,2016,0.653,0.289,,0.693205945,0.306794055,,
Oregon,2016,0.391,0.501,,0.438340807,0.561659193,,
Pennsylvania,2016,0.486,0.479,,0.503626943,0.496373057,,
Rhode Island,2016,0.389,0.544,,0.41693462,0.58306538,,
South Carolina,2016,0.549,0.407,,0.574267782,0.425732218,,
South Dakota,2016,0.615,0.317,,0.659871245,0.340128755,,
Tennessee,2016,0.607,0.347,,0.636268344,0.363731656,,
Texas,2016,0.522,0.432,,0.547169811,0.452830189,,
Utah,2016,0.455,0.275,,0.623287671,0.376712329,,
Vermont,2016,0.303,0.567,,0.348275862,0.651724138,,
Virginia,2016,0.444,0.498,,0.47133758,0.52866242,,
Washington,2016,0.381,0.543,,0.412337662,0.587662338,,
West Virginia,2016,0.686,0.265,,0.721345952,0.278654048,,
Wisconsin,2016,0.472,0.465,,0.503735326,0.496264674,,
Wyoming,2016,0.682,0.219,,0.756936737,0.243063263,,
